LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
71;BFE;SEDAN;CHEVROLET;SAIL II LT 1.4;2013;4x2;B;123693;2500000
72;PARTICULARES;HATCHBACK;FIAT;GRANDE PUNTO 1.4;2013;4x2;B;96989;3400000
73;LEASING;FURGON;PEUGEOT;PARTNER MAXI HDI 1.6;2016;4x2;D;78755;5500000
1;BFE;STATION WAGON;CHEVROLET;CAPTIVA OTTO 1.5;2020;4x2;B;5171;10300000
2;PARTICULARES;STATION WAGON;HYUNDAI;TUCSON 2.0;2019;4x2;B;11428;10700000
3;LEASING;STATION WAGON;TOYOTA;4RUNNER 4X4 4.0 AUT;2017;4x4;B;109792;12500000
4;LEASING;STATION WAGON;NISSAN;X TRAIL SENSE 2.5 AUT;2017;4x2;B;77848;7000000
5;LEASING;STATION WAGON;NISSAN;X TRAIL SENSE 2.5 AUT;2017;4x2;B;79146;7200000
6;LEASING;STATION WAGON;TOYOTA;RAV 4 4X4 2.0;2019;4x4;B;76566;8300000
7;LEASING;STATION WAGON;TOYOTA;RAV 4 4X4 2.0;2018;4x4;B;82132;8200000
8;LEASING;SEDAN;HYUNDAI;IONIQ GLS 1.6 AUT;2017;4x2;NULL;87092;7600000
9;LEASING;SEDAN;CITROËN;C ELYSSE HDI 1.6;2019;4x2;D;11577;7300000
10;LEASING;SEDAN;CITROËN;C ELYSSE HDI 1.6;2019;4x2;D;13920;7200000
11;LEASING;SEDAN;CITROËN;C ELYSSE HDI 1.6;2019;4x2;D;16141;7100000
12;LEASING;SEDAN;CITROËN;C ELYSSE HDI 1.6;2019;4x2;D;16366;7000000
13;LEASING;HATCHBACK;TOYOTA;PRIUS 1.5 AUT;2018;4x2;B;66718;6400000
14;LEASING;HATCHBACK;TOYOTA;PRIUS HIBRIDO 1.5 AUT;2018;4x2;B;69723;6400000
15;PARTICULARES;HATCHBACK;PEUGEOT;308 ALLURE HDI 1.6;2017;4x2;D;120924;6200000
16;LEASING;HATCHBACK;PEUGEOT;208 ACTIVE PURETECH 1.2;2019;4x2;B;58951;5400000
17;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;51347;4700000
18;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;54675;4700000
19;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;62265;4700000
20;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;62266;4500000
21;BFE;HATCHBACK;SUZUKI;SWIFT GLS HB 1.2;2018;4x2;B;23622;5200000
22;BFE;MOTOS;BMW;R 1200 GS GEAR SHIFT 1170CC;2017;-;B;75564;8200000
23;BFE;MOTOS;BMW;F700 GSI 798 CC;2018;-;B;34364;4800000
24;BFE;MOTOS;BMW;F800GS 798CC;2017;-;B;69966;4800000
25;BFE;MOTOS;BMW;F 800 GS II 798CC;2016;-;B;66051;4900000
26;LEASING;CAMIONETA;TOYOTA;NEW HILUX DX 4X4 2.4;2018;4x4;D;67798;8500000
27;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;98914;8500000
28;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2017;4x4;D;24112;7600000
29;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 4X4 2.5;2017;4x4;D;73933;7300000
30;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;89495;6700000
31;PARTICULARES;CAMIONETA;MITSUBISHI;L200 KATANA DCAB CRT 4X4 2.4;2017;4x4;D;97139;7300000
33;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;76330;6600000
34;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;83408;6600000
35;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER 4X4 2.0;2016;4x4;D;92591;6200000
36;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;97745;4500000
37;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4WD 2.3;2017;4x4;D;169997;7300000
38;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 2.5;2015;4x2;D;100000;4100000
40;PARTICULARES;CAMIONETA;KIA MOTORS;FRONTIER D CAB 2.5;2018;4x2;D;125910;9500000
41;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2016;4x2;D;105666;4700000
42;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;143256;4300000
43;AUTOMOTORAS;HATCHBACK;RENAULT;CLIO HB DYNAMIQUE 900 CC;2019;4x2;B;6874;6800000
44;LEASING;HATCHBACK;TOYOTA;YARIS HB GLE 1.5;2019;4x2;B;73540;5300000
45;AUTOMOTORAS;STATION WAGON;RENAULT;DUSTER ZEN 4X4 2.0;2018;4x4;B;38940;5800000
46;BFE;STATION WAGON;CHANGAN;CX70 1.6;2019;4x2;B;7607;6300000
47;BFE;HATCHBACK;CHANGAN;CS15 1.5;2019;4x2;B;24431;5100000
48;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0 AT;2015;4x2;B;97301;6200000
49;PARTICULARES;STATION WAGON;FORD;EDGE SEL AWD 3.5 AUT;2014;4x2;B;117568;6100000
50;PARTICULARES;STATION WAGON;OPEL;INSIGNIA COSMO AWD 2.0;2015;AWD;B;51617;6600000
51;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;12139;4600000
52;BFE;SEDAN;HYUNDAI;ACCENT 1.4;2019;4x2;B;62156;5300000
53;AUTOMOTORAS;SEDAN;RENAULT;FLUENCE 2.0;2018;4x2;B;4497;6700000
54;LEASING;SEDAN;PEUGEOT;301 VTI 1.6;2018;4x2;B;63467;5200000
55;LEASING;SEDAN;PEUGEOT;301 VTI 1.6;2018;4x2;B;74094;5200000
56;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;30932;3900000
57;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;57783;3300000
58;PARTICULARES;HATCHBACK;VOLVO;V40 T4 1.6 AUT;2015;4x2;B;48200;7700000
59;PARTICULARES;HATCHBACK;VOLKSWAGEN;GOL POWER 1.6;2017;4x2;B;47936;4300000
60;BFE;HATCHBACK;SUZUKI;ALTO K10 GLX HB 1.0;2020;4x2;B;4390;4400000
61;BFE;HATCHBACK;CHEVROLET;SPARK GT LT 1.2;2017;4x2;B;39198;3300000
62;BFE;STATION WAGON;BMW;X5 4X4 4.8 AUT;2008;4x4;B;202547;4700000
63;BFE;HATCHBACK;VOLVO;C30 2.0;2011;4x2;B;99485;4600000
64;BFE;HATCHBACK;CHEVROLET;CRUZE LS FULL 1.8 AT;2011;4x2;B;89433;3500000
1;PARTICULARES;STATION WAGON;TOYOTA;RAV 4 2.0;2018;4x2;B;30189;8300000
2;BFE;STATION WAGON;CHEVROLET;TRAVERSE LT 3.6;2017;4x2;B;22327;8700000
3;BFE;STATION WAGON;SUBARU;FORESTER LTD SPORT AWD 2.0 AUT;2017;AWD;D;87826;10300000
4;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2017;4x2;B;77215;7100000
5;PARTICULARES;STATION WAGON;TOYOTA;4RUNNER 4X4 4.0 AUT;2017;4x4;B;101447;11200000
6;AUTOMOTORAS;STATION WAGON;HYUNDAI;SANTA FE GLS 2.4;2017;4x2;B;113359;9400000
7;PARTICULARES;STATION WAGON;HYUNDAI;SANTA FE GLS 2.4 AT;2016;4x2;B;86928;8900000
8;PARTICULARES;STATION WAGON;HYUNDAI;SANTA FE GLS 2.2;2015;4x2;D;113580;9200000
9;LEASING;STATION WAGON;MAZDA;CX 9 GT 4X4 3.7 AUT;2016;4x4;B;29072;9000000
10;LEASING;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4 2.4 AUT;2016;4x4;B;98420;6100000
11;LEASING;SEDAN;BMW;535I PREMIUM 3.0 AUT;2015;4x2;B;115601;13200000
12;LEASING;SEDAN;VOLVO;S80 T5 2.0;2016;4x2;B;45322;9000000
13;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;69024;7500000
14;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;66051;7200000
15;BFE;MOTOS;BMW;F700 GSI 798 CC;2019;-;B;25700;6400000
16;BFE;MOTOS;BMW;F700 GSI 798 CC;2019;-;B;27575;6400000
17;BFE;MOTOS;BMW;F800GS 798CC;2016;-;B;76085;5400000
18;LEASING;CAMIONETA;FORD;F150 LARIAT 4X4 5.0 AUT;2015;4x4;B;78737;10600000
19;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2017;4x4;D;156246;7700000
20;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2017;4x4;D;157503;7900000
21;LEASING;CAMIONETA;TOYOTA;ALL NEW HI LUX D CAB DX 4X4 2.4;2017;4x4;D;73767;8400000
22;LEASING;CAMIONETA;TOYOTA;ALL NEW HI LUX D CAB DX 4X4 2.4;2017;4x4;D;120074;7500000
23;LEASING;CAMIONETA;TOYOTA;ALL NEW HILUX D CAB 4X4 2.4;2017;4x4;D;132674;7500000
24;LEASING;CAMIONETA;TOYOTA;ALL NEW HILUX D CAB 4X4 2.4;2017;4x4;D;52396;8400000
25;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;103362;8200000
26;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;68728;8600000
27;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRM 4X4 2.4;2017;4x4;D;162368;7100000
28;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;63031;8400000
29;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;66668;8400000
30;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.8;2016;4x4;D;71857;8400000
31;LEASING;CAMIONETA;TOYOTA;HI LUX 4X4 2.8;2016;4x4;D;106473;8500000
32;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;101966;8500000
33;LEASING;CAMIONETA;NISSAN;NP300 DCAB XE 4X4 2.3;2016;4x4;D;144549;7800000
34;LEASING;CAMIONETA;NISSAN;NP300 DCAB XE 4X4 2.3;2016;4x4;D;153069;7500000
35;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2016;4x4;D;12502;5200000
36;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB TDI 4X4 2.5;2015;4x4;D;78645;7700000
37;BFE;CAMIONETA;MAZDA;NEW BT 50 DCAB SDX 4X4 3.2 AUT;2016;4x4;D;200308;7800000
38;LEASING;CAMIONETA;MAZDA;BT 50 DCAB 4X4 3.2 AUT;2015;4WD;D;132555;8300000
39;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRM 4X4 2.4;2016;4x4;D;94763;6900000
40;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;74670;4600000
41;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;81882;5900000
43;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 2.5;2016;4x2;D;114861;7600000
44;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 2.5;2015;4x2;D;123396;4800000
45;PARTICULARES;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2015;4x2;D;88601;6300000
46;LEASING;CAMIONETA;MAZDA;BT 50 DCAB SDX 4X4 3.2 AUT;2014;4WD;D;178973;7000000
47;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;80012;5400000
48;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;119983;5300000
49;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;120528;5100000
50;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;123525;5000000
51;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;125363;5100000
52;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2015;4WD;D;150338;5400000
53;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;52455;5500000
54;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;87562;5300000
55;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR;2015;4x2;D;89452;5100000
56;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;101052;5100000
57;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;191391;5000000
58;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;62582;7000000
60;LEASING;CAMIONETA;CHEVROLET;D MAX 2.5;2015;4x4;D;199821;4400000
61;BFE;CAMIONETA;SSANGYONG;ACTYON SPORT CRDI 2.0;2011;4x2;D;138668;2100000
62;LEASING;CAMIONETA;KIA MOTORS;FRONTIER D CAB 2.5;2016;4x2;D;64190;8400000
63;LEASING;CAMIONETA;KIA MOTORS;FRONTIER DELUXE 2.5;2017;4x2;D;76602;8400000
64;AUTOMOTORAS;CAMIONETA;CHANGAN;MD201 1.2;2017;4x2;B;44;4600000
65;LEASING;FURGON;PEUGEOT;BOXER DCAB HDI 2.2;2017;4x2;D;67317;10300000
66;LEASING;FURGON;PEUGEOT;BOXER HDI 2.2;2017;4x2;D;108270;8200000
67;LEASING;FURGON;PEUGEOT;EXPERT PREMIUM HDI 2.0;2017;4x2;D;55393;8700000
68;LEASING;FURGON;PEUGEOT;EXPERT PREMIUM HDI 2.0;2017;4x2;D;63581;8700000
69;LEASING;FURGON;MERCEDES BENZ;VITO 114 CDI;2017;4x2;D;84047;9400000
70;LEASING;FURGON;PEUGEOT;BOXER HDI 2.2;2015;4x2;D;81286;6600000
71;LEASING;FURGON;PEUGEOT;BOXER DCAB HDI 2.2;2015;4x2;D;121370;8700000
72;LEASING;FURGON;PEUGEOT;BOXER HDI 2.2;2015;4x2;D;131600;6100000
73;LEASING;FURGON;PEUGEOT;BOXER X2 50 HDI 2.2;2015;4x2;D;136776;6600000
74;LEASING;FURGON;PEUGEOT;EXPERT HDI 2.0;2016;4x2;D;125452;6200000
75;LEASING;FURGON;PEUGEOT;EXPERT HDI 2.0;2014;4x2;D;142585;4700000
76;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2018;4x2;D;25712;6700000
77;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;55779;4700000
78;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2016;4x2;D;82840;4500000
79;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2016;4x2;D;120535;4700000
80;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2015;4x2;D;165212;4200000
81;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;87013;3600000
82;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;90718;3100000
83;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;93008;3100000
84;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;94181;2900000
85;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;103930;3600000
86;LEASING;FURGON;FIAT;FIORINO CITY;2016;4x2;D;121574;2900000
87;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2014;4x2;D;112678;2400000
88;LEASING;FURGON;PEUGEOT;PARTNER ORIGIN VU HDI 1.6;2012;4x2;D;43864;2500000
89;PARTICULARES;STATION WAGON;HYUNDAI;NEW TUCSON GL 2.0;2015;4x2;D;144643;7000000
90;PARTICULARES;STATION WAGON;CHEVROLET;CAPTIVA IV LS 2.4;2014;4x2;B;101814;5100000
91;PARTICULARES;HATCHBACK;JEEP;PATRIOT SPORT 2.4 AUT;2015;4x2;B;77709;6900000
92;PARTICULARES;STATION WAGON;MITSUBISHI;OUTLANDER 2.0;2015;4x2;B;113775;5800000
93;AUTOMOTORAS;STATION WAGON;FORD;NEW ECOSPORT TITANIUM 1.6;2014;4x2;B;103171;4800000
94;BFE;STATION WAGON;MAZDA;CX 9 GT AWD 3.7 AT;2013;AWD;B;83150;6400000
95;PARTICULARES;STATION WAGON;HONDA;NEW CR V LXS 2.4;2013;4x2;B;151181;6100000
96;PARTICULARES;STATION WAGON;SUBARU;ALL NEW FORESTER 2.0;2014;AWD;B;211406;4100000
97;PARTICULARES;HATCHBACK;KIA MOTORS;RIO 5 EX 1.4;2019;4x2;B;37438;6300000
98;LEASING;HATCHBACK;SUZUKI;SWIFT GL 1.2;2019;4x2;B;61014;5300000
99;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;67471;5300000
100;BFE;HATCHBACK;CHEVROLET;SPARK GT 1.2;2019;4x2;B;23660;4500000
101;PARTICULARES;SEDAN;NISSAN;VERSA SENSE 1.6;2019;4x2;B;37327;5500000
102;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;22859;4400000
103;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;31552;4300000
104;BFE;SEDAN;CHEVROLET;SAIL LS 1.5;2018;4x2;B;39715;4200000
105;PARTICULARES;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;55083;4200000
106;PARTICULARES;HATCHBACK;CHEVROLET;SONIC LT 1.6;2016;4x2;B;28790;4200000
107;LEASING;SEDAN;VOLKSWAGEN;BORA ADVANCE 1.4;2015;4x2;B;55544;4900000
108;LEASING;SEDAN;VOLKSWAGEN;BORA ADVANCE 1.4;2015;4x2;B;65196;4300000
109;LEASING;SEDAN;VOLKSWAGEN;BORA ADVANCE 1.4;2015;4x2;B;77404;4900000
110;LEASING;SEDAN;VOLKSWAGEN;BORA 1.4;2015;4x2;B;150035;4100000
111;BFE;SEDAN;KIA MOTORS;RIO 4 EX 1.4;2015;4x2;B;71491;3900000
112;AUTOMOTORAS;SEDAN;KIA MOTORS;RIO 4 EX 1.4;2015;4x2;B;129970;4000000
113;PARTICULARES;HATCHBACK;FORD;FOCUS SE 2.0 AUT;2014;4x2;B;88738;4300000
114;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;93298;3700000
115;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;94587;3600000
116;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;101579;3500000
117;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;105383;3300000
118;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;110278;3100000
119;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;115125;3600000
120;BFE;HATCHBACK;FIAT;UNO SPORTING 1.4;2018;4x2;B;88992;3400000
121;PARTICULARES;HATCHBACK;MG;3 CONFORT 1.5;2013;4x2;B;111224;2950000
1;PARTICULARES;STATION WAGON;RENAULT;KOLEOS 2.5 AUT;2018;4x4;B;53343;10800000
2;AUTOMOTORAS;STATION WAGON;MAZDA;NEW CX3 R 4X4 2.0;2018;AWD;B;29;9000000
3;PARTICULARES;STATION WAGON;MAZDA;NEW CX 3 GT 4X4 2.0 AUT;2018;AWD;B;36802;8600000
4;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2018;4x2;B;60874;6800000
5;LEASING;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2018;4x4;B;43150;6700000
6;LEASING;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2017;4x4;B;69021;6000000
7;LEASING;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 2.4;2017;4x4;B;71969;5700000
8;LEASING;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2017;4x4;B;102582;5900000
9;PARTICULARES;STATION WAGON;RENAULT;CAPTUR EXPRESSION 1.5;2016;4x2;D;87184;6300000
10;PARTICULARES;HATCHBACK;VOLKSWAGEN;GOLF TDI 2.0 AUT;2018;4x2;D;38831;11400000
11;LEASING;HATCHBACK;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;64188;6000000
12;LEASING;HATCHBACK;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;74151;5900000
13;LEASING;HATCHBACK;PEUGEOT;208 ALLURE 1.4;2016;4x2;D;93485;5800000
14;LEASING;CAMIONETA;FORD;F150 DCAB XLT 4X4 5.0 AUT;2015;4x4;B;111316;9800000
15;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;14867;9200000
16;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;25425;8700000
17;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;34349;7800000
18;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;38576;7800000
19;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;29316;7000000
20;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;15839;7000000
21;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;98972;6400000
22;LEASING;CAMIONETA;NISSAN;NP300 2.3;2016;4x4;D;57030;6200000
23;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;81654;8200000
24;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;125035;7600000
25;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;51558;7000000
26;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;107598;6300000
27;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;97423;6300000
28;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;101828;6000000
29;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;108961;6300000
30;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;57051;5700000
31;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4x4;D;35633;6800000
32;AUTOMOTORAS;CAMIONETA;JAC;T6 2.0;2017;4x2;B;73;5500000
33;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;178147;5800000
34;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2017;4x2;D;160545;5900000
35;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;80158;4700000
36;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;90000;4800000
37;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;72589;5100000
38;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;137247;4400000
39;LEASING;CAMIONETA;GREAT WALL;WINGLE 6 ELITE 2.4;2018;4x2;B;73619;4600000
40;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2014;4x4;D;119852;6000000
41;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2014;4x4;D;113298;4900000
42;BFE;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 4X4 2.0;2013;4x4;D;97614;5300000
43;PARTICULARES;MINIBUS;PEUGEOT;GRAND TEPEE HDI 2.0 AT;2014;4x2;D;320010;3800000
44;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;81550;4900000
45;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2015;4x2;D;181178;4000000
46;PARTICULARES;STATION WAGON;CHEVROLET;CAPTIVA IV LS 2.2;2014;4x2;D;134708;5800000
47;PARTICULARES;STATION WAGON;FORD;ECOSPORT TITANIUM 1.6;2016;4x2;B;77176;5100000
48;PARTICULARES;STATION WAGON;NISSAN;QASHQAI 2.0;2014;4x2;B;105023;4600000
49;PARTICULARES;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4 2.4 AUT;2014;4x4;B;104649;4600000
50;PARTICULARES;SEDAN;MAZDA;NEW 6 2.2 AT;2014;4x2;D;108344;8000000
51;LEASING;SEDAN;SUZUKI;CIAZ 1.4 AT;2018;4x2;B;54296;4700000
52;LEASING;SEDAN;SUZUKI;CIAZ 1.4 AT;2018;4x2;B;64643;4700000
53;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;11724;4700000
54;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;34641;4200000
55;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2019;4x2;B;16540;5100000
56;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;61546;5200000
57;BFE;HATCHBACK;CHEVROLET;NEW SPARK GT LT 1.2;2018;4x2;B;93303;3600000
58;BFE;HATCHBACK;CHEVROLET;SPARK GT LT 1.2;2018;4x2;B;27858;3700000
59;PARTICULARES;HATCHBACK;SUZUKI;SWIFT GLS 1.2;2015;4x2;B;62393;4300000
60;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;79750;3300000
61;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;99647;3300000
62;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;99747;3100000
63;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;100652;3100000
64;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;104647;3200000
65;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;105135;3100000
66;LEASING;HATCHBACK;KIA MOTORS;MORNING EX 1.0;2016;4x2;B;152147;3200000
67;PARTICULARES;HATCHBACK;CITROËN;DS3 N3 1.6;2014;4x2;B;109109;4000000
68;PARTICULARES;HATCHBACK;BYD;NEW F3 GS I 1.5;2013;4x2;B;142642;2500000
1;PARTICULARES;STATION WAGON;PORSCHE;CAYENNE 4X4 3.0 AUT;2016;AWD;D;110319;22900000
2;PARTICULARES;STATION WAGON;AUDI;Q3 TDI 2.0 AUT;2018;AWD;D;40376;14000000
3;PARTICULARES;STATION WAGON;HYUNDAI;SANTA FE GLS 4X4 2.4 AUT;2017;4WD;B;22781;11200000
4;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2019;4x2;B;20908;10400000
5;PARTICULARES;STATION WAGON;HYUNDAI;SANTA FE GLS 2.4 AT;2016;4x2;B;86928;9400000
6;PARTICULARES;STATION WAGON;HYUNDAI;TUCSON TL 2.0;2018;4x2;B;20540;10300000
7;PARTICULARES;STATION WAGON;DODGE;DURANGO LTD 4X4 3.6 AUT;2015;4x4;B;112790;8600000
